brand,item_name,rating,comments,all_price ($),shipping_cost (+$) ,shipping from,sold_quantity (+),view_quantity,notice,image_url
AT&T,"AT&T Motorola Moto G Pure 32gb Deep Indigo Prepaid Smartphone 6.5"" Display New",90,Brand New,59.95,26.84,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 8 GSM Unlocked 64GB 128GB 256GB Smartphone - Good,433,Good - Refurbished,124.99,28.08,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S10e G970U 128GB Prism Black Android (Unlocked) - Excellent,5,Good - Refurbished,124.79,20.24,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
MaxWest,MaxWest Nitro 55C - 8GB - (GSM Unlocked) Dual SIM Android Smartphone,7,Pre-Owned,29.99,26.27,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Case,Case for Samsung Galaxy S23 ULTRA S22 S21 S10+ Shockproof FRONT + BACK Cover,12,Brand New,5.00 to 7.50,6.26,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
KYOCERA,KYOCERA 902KC DIGNO KEITAI 3 ANDROID FLIP PHONE SILVER UNLOCKED JAPAN 903KC,779,Brand New,395,Free,from Japan,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
NEW,NEW LISTINGSamsung Galaxy A71 5G 128GB Black SM-A716U Sprint Only. Clear IMEI,1,Pre-Owned,76,27.15,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Microsoft,Microsoft Lumia 640 LTE 8GB Unlocked Sim Free Black Average Grade C 181,40,Pre-Owned,11.26,35.04,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Stratus,"Stratus C5 Elite / Cloud Mobile / TruConnect DualSim 16GB 5.5"" Display Black",114,Brand New,33,26.33,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy Note20 5G SM-N981U - 128GB - All Colors (T-Mobile Locked) Good,73,Good - Refurbished,209.99,29.69,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S10+ Plus SM-G975U 512GB Black White (Unlocked) - Very Good,21,Very Good - Refurbished,249,30.44,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone SE 2nd Gen 64GB 128GB 256GB (FACTORY UNLOCKED) ✅1 YR WARNTY✅❖SEALED,16,Brand New,229.95,30.07,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
APPLE,APPLE IPHONE 14 - 128GB (FACTORY UNLOCKED) MIDNIGHT ⚫️ ✅APPLE WARRANTY✅ ✤SEALED✤,2,Brand New,766.95,40.28,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 11 A2111 64/128/256 - All Colors - (Factory Unlocked) - Excellent -,26,Excellent - Refurbished,349.00 to 449.00,32.34,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Google,Google Pixel 4 XL 64GB 128GB Unlocked White/Black/Orange Very Good Condition,2,Very Good - Refurbished,169.01,32.54,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 12 Pro - 128GB 256GB 512GB - All Colors - Very Good Condition,150,Very Good - Refurbished,537.00 to 605.00,35.91,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy A42 5G SM-A426U 128GB+4GB 48MP Unlocked Smartphone-New Sealed,1,Brand New,182.79,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Sony,Sony Xperia Z5 E6653 Fingerprint 23MP 32GB+3GB Unlocked Smartphone- New Sealed,11,Brand New,97.66,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
New,"New Straight Talk Samsung Galaxy A03s 32GB Prepaid Smartphone 6.5"" HD+ Display",33,Brand New,74.99,27.13,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 7 32/128/256GB A1660 AT&T T-Mobile Verizon Unlocked Good,14,Pre-Owned,74.99 to 84.99,27.13,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 13 Pro 128GB 256GB 512GB 1TB Unlocked All Colours - Very Good,266,Very Good - Refurbished,"1,075.47 to 1,118.04",73.81,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,"Samsung Galaxy NOTE 20 128GB 5G FACTORY UNLOCKED 6.7"" Smartphone",29,Pre-Owned,214,29.77,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
NEW,NEW LAVA AGNI 2 5G Factory Unlocked Dual SIM 120Hz FHD+ Curved AMOLED Display,1,Brand New,369.9,9,from India,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 11 Pro - 64GB - All Colors (Unlocked) A2160 - Excellent Condition,9,Excellent - Refurbished,395.99,33.23,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
iPhone,iPhone X - Unlocked 256GB - Gray - Fair,7,Pre-Owned,186,29.24,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 5 - 64GB - Black & Slate (Unlocked) A1429 (GSM),14,Brand New,111.43,46.95,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy A52 5G Dual SIM 128GB Unlocked Black Blue Android Phone | Good,14,Good - Refurbished,277.94,48.18,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Fujitsu,Fujitsu F-05G Arrows Docomo Sim Unlocked Garake Japanese Keitai phone Cell Phone,1,Pre-Owned,83.51,10.9,from Japan,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Orbic,Orbic MAUI PrePaid 16GB(Verizon),1,Pre-Owned,30,18.44,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Mini,"Mini Cell Phone Pen Style Blue-tooth Dialer 0.96"" Tiny Screen Mobile Phone",6,Brand New,26.3,2.99,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Xiaomi,Xiaomi Redmi Note 12 Pro+ 256GB 8GB RAM GSM Unlocked International Version (New),70,Brand New,361.99,32.58,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Google,Google Pixel 4a G025E 128GB Unlocked Great Condition Check IMEI,201,Pre-Owned,115.96,27.91,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy A04S A047F 32GB 3GB RAM GSM Unlocked international (NEW),11,Brand New,117.99,27.95,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Nokia,Nokia 8210 Mobile Phone Unlocked GSM900/1800MHz cheap cellphone +1 Year WARRANTY,517,Pre-Owned,28.99,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
New,New Apple iPhone 11 128GB Black - (Verizon) CLEAN IMEI iOS 1 Year Warranty,21,Open Box,259,30.63,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
NEW,NEW CAT S22 T-Mobile Unlocked 4G LTE Rugged Touch Screen 16GB Android Flip Phone,2,Brand New,91.99,34.5,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy A13 5G SM-A136B/DS 128GB 4GB Dual SIM Unlocked Global Model,1,Brand New,189.99,29.31,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
iPhone,iPhone SE 3rd Gen - 64GB - All Colors - (Unlocked) - C Stock,1,Pre-Owned,199.99,29.5,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Verizon,Verizon LG ENV 3 (LG-VX9200) Wireless Flip Cell Phone QWERTY Factory Reset,11,Pre-Owned,24.97,26.18,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone XR - 64GB 128GB 256GB - Unlocked Verizon - Very Good Condition,6,Very Good - Refurbished,214.99 to 289.99,29.79,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S20 FE 5G 128GB Fully Unlocked - Refurbished Grade A - All colors,3,Excellent - Refurbished,184.99 to 208.00,29.22,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
TCL,TCL 30t 32GB - Black (Network locked to Straight Talk) (Single SIM),6,Brand New,58,26.81,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 11 Pro 64/128/256GB Factory Unlocked GSM+CDMA AT&T T-Mobile Verizon,13,Very Good - Refurbished,358.00 to 408.00,32.51,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
OnePlus,"OnePlus 7 Pro GM1910, 256GB, Mirror Gray ,Unlocked,Light shadow, Good cond:YY766",3,Pre-Owned,139,28.35,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
OUKITEL,OUKITEL WP21 Rugged Smartphone Unlocked 17+256GB Android 12 Dual 4G Night Vision,32,Brand New,429.99,80,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 7 - 32GB - Black (Unlocked) A1660 (CDMA + GSM),2,Pre-Owned,79.9,27.22,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone SE (2016) 1st Gen 32GB | Telstra Locked | Good Battery,23,Pre-Owned,38.68,71.79,from Australia,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
NOKIA,NOKIA 3510i FULL WORKING MOBILE PHONE 3 MONTH WARRANTY FULLY WORKING,2,Pre-Owned,21.27,11.26,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 12 Mini - 64GB 128GB 256GB - All Colors - Good Condition,52,Good - Refurbished,276.00 to 434.00,31.73,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Motorola,Motorola Moto G 5G 2022 64GB Gray (Straight Talk Wireless) PREPAID- Brand New,19,Brand New,124.88,28.08,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
NEW!,"NEW! Google Pixel 7 | 128GB | 6.3"" | 5G | All Colors | Unlocked All Carriers",None,Open Box,539.98,99.48,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple MN9D2LL/A iPhone 7 (Unlocked) Smartphone 32GB - Black,None,Pre-Owned,40,36.31,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S21 ULTRA 5G 128GB | 256GB | 512GB Smartphone -VERY GOOD,None,Very Good - Refurbished,85,32.89,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
OEM,OEM Unlocked Google Pixel 4 128GB Black - EXCELLENT,None,Pre-Owned,338.00 to 468.00,28.27,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone XS - 64GB - All Colors - Unlocked (CDMA+GSM) - Excellent Condition,None,Excellent - Refurbished,135,30.59,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
iPhone,iPhone 7 - Unlocked 128GB - Black - Fair,None,Pre-Owned,257.39,27,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
iPhone,iPhone 6S Plus - Rogers Wireless - 32GB - Gold - Good,None,Good - Refurbished,68,27.02,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung SGH T100 (without Simlock) 100% original!! New!!,None,Brand New,69,Shipping,from Germany,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 11 256GB Factory Unlocked GSM+CDMA AT&T T-Mobile Verizon ALL COLORS,None,Good - Refurbished,200.59,31.94,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Nokia,Nokia 8310(T-Mobile) Cellular Phone almost brand new,None,Open Box,328.00 to 333.00,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
NOKIA,NOKIA N73 RM-133 BUSINESS PHONE SMARTPHONE SIMLOCK FREE BLUETOOTH CAMERA LIKE NEW,None,New (Other),24.99,53.65,from Germany,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Motorola,Motorola Moto g Stylus 5G 2022 (128GB) Brand new Boost Mobile,None,Brand New,75.11,28.46,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy Note20 5G SM-N981U - 128GB - All Colors (Unlocked) C Stock,None,Pre-Owned,144.99,29.5,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 6S 32GB Unlocked Verizon ATT T-Mobile Space Gray Mint Fast Shipping,None,Open Box,199.99,27.38,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Open,Open Box-Samsung Galaxy A23 SM-A235M/DS 64GB GSM Unlocked International Version,None,Open Box,87.99,29.12,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
TCL,"TCL A1X A503DL 5.5"" 16GB 4G LTE TracFone + GSM Unlocked Smartphone Open Box",None,Open Box,179.99,26.46,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Brand,Brand New Samsung Galaxy A03S 32GB 4G LTE Unlocked GSM Worldwide Smartphone,None,Brand New,39.99,27.76,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
KYOCERA,KYOCERA GRATINA 4G KYF31 UNLOCKED FLIP PHONE black From Japan,None,Pre-Owned,108,Free,from Japan,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 11 64GB All Colors (Sprint/T-Mobile Unlocked) C Stock Heavy Scratch,None,Pre-Owned,48.99,29.98,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy Z Fold4 5G F936B/DS 256GB Dual SIM Unlocked Very Good Condition,None,Very Good - Refurbished,224.99,32.54,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,"Apple iPhone 3GS 32GB Black, Model A1303 (AT&T)",None,Pre-Owned,"976.55 to 1,076.71",31.89,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Google,Google Pixel 2 - 2 XL - 64/128GB - Read Description - Android Smartphone,None,Pre-Owned,64.97,26.56,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Xiaomi,"Xiaomi POCO M5s Smartphone 4+64GB, 6.43 Inch FHD+ AMOLED 64MP AI Quad Camera UK",None,Brand New,44.99 to 64.99,46.04,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
AT&T,"AT&T MAESTRO MAX 6.8"" HD+ DISPLAY 32GB PREPAID SMART PHONE - NEW",None,Brand New,207.82,45.38,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S21 5G Unlocked SM-G991U 128GB,None,Pre-Owned,69.95,30.28,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Motorola,Motorola Moto G Pure - (Cricket Wireless) Prepaid Smartphone - Brand New Sealed,None,Brand New,229.90 to 240.90,26.99,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S10e SM-G970U - 128GB - Black - Verizon - Excellent Condition 00,None,Pre-Owned,67.88,35.17,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 12 mini 64GB 128GB 256GB Unlocked All Colours - Excellent,None,Excellent - Refurbished,80,50.39,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S8 - 64GB - All Colors - Verizon - Good Condition,None,Good - Refurbished,350.50 to 363.07,27.48,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy Note 20 5G N981U 128 All Colors - Choose Your Carrier - Good,None,Good - Refurbished,93.59,29.87,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Schok,Schok Volt SV55 Smartphone - 16GB - Black - (Assurance Wireless) Or WiFi - New,None,Brand New,219,36.92,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy A70 SM-A705FN/DS Dual SIM 128GB Unlocked Smartphone- New Sealed,None,Brand New,30,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Original,Original Samsung Galaxy Alpha G850 32GB AT&T T-Mobile Unlocked Smartphone A++,None,Pre-Owned,209,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,"Samsung Galaxy A71 5G - 128GB - Black T-Mobile/AT&T/Verizon Or Unlocked, Good",None,Pre-Owned,44.60 to 48.40,27.79,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone SE (2nd Gen) 64GB [A2275] Black (Straight Talk) Smartphone - Broken,None,Parts Only,109.99 to 133.99,26.08,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
NEW,NEW Nokia 225 4G - TA-1282 (Unlocked) LTE GSM Global Basic Cell Phone Smartphone,None,Open Box,19.95,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S20 5G G981U (Fully Unlocked) 128GB Cosmic Gray (Excellent),None,Excellent - Refurbished,39.99,29.79,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Brand,Brand New Nokia 105 SIM Free Unlocked Mobile Phone Cheap Basic Black(Full Box),None,Brand New,215,40.39,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Amazon,Amazon Fire Smartphone Black - FOR PARTS,None,Parts Only,22.52,59.55,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Motorola,Motorola Moto G Power - XT2117 - 64GB - All Colors - (Unlocked) - Very Good,None,Very Good - Refurbished,20.94,27.22,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone SE 32GB Rose Gold (AT&T) A1662(CDMA/UNLOCKED GSM) NEW OTHER SEALED,None,Open Box,79.99,27.79,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Google,Google Pixel 6a GX7AS - 128GB - Charcoal (Factory Unlocked) - Very Good,None,Very Good - Refurbished,109.55,30.25,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S20 Plus 5G G986U Cricket Xfinity Straight Talk Spectrum Verizon,None,Pre-Owned,239,29.11,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone SE 1st Gen 16GB Factory Unlocked Smartphone - Excellent Condition,None,Excellent - Refurbished,179,27.22,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
NEW,NEW LISTINGHuawei P30 Pro VOG-L09 - 128GB - Aurora (Unlocked) SOLD AS IS,None,Pre-Owned,74.99 to 79.99,57.95,from France,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Vintage,Vintage rare Cell Phone HTC EXCA 300 First phone running Android ever.,None,Brand New,171.7,30.62,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Xennox,Xennox Mini Simple Black (Unlocked) Mini Mobile Phone senior elders basic kids,None,Pre-Owned,240.39,12.51,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone X - 64GB - All Colors - Fully Unlocked - Excellent Condition (A),None,Excellent - Refurbished,258.87,30.49,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Iridium,Iridium 9575 Extreme Satellite Phone,None,Brand New,12.51,62.6,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
iPhone,iPhone 13 Mini 128GB Blue ---Apple Warranty + Seller's Warranty,None,Brand New,251.99 to 257.39,51.51,from Germany,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy A42 5G - SM-A426U - 128GB - Prism Dot Black (Unlocked) - Good,None,Good - Refurbished,"2,065.80 to 3,317.80",27.89,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone X - Verizon Only - Brand New Sealed,None,Brand New,737.25,31.39,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 12 Pro 512GB All Colors AT&T T-Mobile Verizon Unlocked - Very Good,None,Very Good - Refurbished,114.99,38.61,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S20+ Plus 5G G986U1 Purple BTS Special Edition Factory Unlocked,None,Pre-Owned,299.5,31.4,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 8 Plus - 64GB - (AT&T T-Mobile AT&T Verizon Unlocked) - C Stock,None,Pre-Owned,679,28.46,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
BRAND,BRAND NEW Samsung Galaxy S20 5G 128GB Unlocked smartphone BRAND NEW AND SEALED,None,Brand New,299.99 to 349.99,50.77,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Google,Google Pixel 6 - GB7N6 - 256GB- Black - (Unlocked) - C stock,None,Pre-Owned,144.99,29.31,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
"Phoenix,V2","Phoenix,V2 Phox,V2 TXC,V2 TRC,V2 TSC4,V2 MOBILE,433.9Mhz Remote Copier",None,Brand New,363.07,5.2,from France,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
9d,9d Screen Protector For Samsung Galaxy S23 S22 S21 Tempered Glass CASE FRIENDLY,None,Brand New,189.99,6.26,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy Z Flip3 5G SM-F711B - 128GB (SIM NOT WORK) DEMO UNIT NO IMEI,None,Parts Only,14.92,26.83,from Italy,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
For,For Samsung Galaxy A14 A54 S23 S22 A34 Bumper AIR BAG Fall Shockproof Case Cover,None,Brand New,5.00 to 10.00,6.26,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Boost,"Boost Mobile Celero 5G (2022) 6.5"" HD+, 64GB, Silver Prepaid Smartphone - SEALED",None,Brand New,305.85,52.18,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
GENUINE,GENUINE NOKIA 3210 MOBILE PHONE NSE-8 3210 6 MONTH GUARANTEE EXPERT SELLER,None,Pre-Owned,7.5,16.26,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,"Apple iPhone 8 64GB ,black Factory Unlocked Smartphone condition is used,",None,Pre-Owned,79.99,37.49,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
LG,LG G6 32GB T-Mobile GSM Unlocked Android Blue Smartphone H872,None,Pre-Owned,75.11,19.01,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
