brand,item_name,rating,comments,all_price ($),shipping_cost (+$) ,shipping from,sold_quantity (+),view_quantity,notice,image_url
Google,Google Pixel 3 - G013A - 64GB - All Colors - (Verizon Unlocked) - B Stock,None,Pre-Owned,93.99,26.94,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S8 Active - 64GB (GSM Unlocked) T-Mobile AT&T MetroPCS Cricket,None,Pre-Owned,59.99,19.08,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
NEW,NEW SAMSUNG GALAXY S3 MINI UNLOCK MOBILE PHONE ANDROID SMARTPHONE BLUE,None,Brand New,64.99,40.65,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
PRIVATE,PRIVATE GrapheneOS Google Pixel 6a 128GB Degoogled - Charcoal - GLOBAL Unlocked,None,Pre-Owned,63.85 to 144.95,31.12,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
📱,📱 Apple iPhone 5 16/32/64GB - Unlocked Black white Grade A Condition IOS10📱,None,Pre-Owned,31.29,7,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
For,For Parts Samsung Galaxy S10e 128GB G970U White As-Is/For Parts No Warranty,None,Parts Only,285,26.45,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S8 - G950U - 64GB - GSM Unlocked - Screen Burn,None,Pre-Owned,28.00 to 38.00,26.65,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 6 16GB 128GB Unlocked Verizon Metro-pcs Tracfone Straight Talk 4G,None,Pre-Owned,38.99,36.36,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Motorola,Motorola Moto G Play 2021 XT2093 32GB - Blue (Unlocked) **,None,Pre-Owned,50.00 to 60.00,27.22,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy Z Flip 4 5G (F721B) 256GB/8GB RAM International Version (New),None,Brand New,34.91 to 97.00,38.49,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy Z Flip 4 256GB (Bespoke Edition) Factory Unlocked Smartphone,None,Open Box,79.9,37.1,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Unlocked,Unlocked Kyocera DuraXV Extreme E4810 4G LTE Verizon Rugged Cell Phone,None,Open Box,672.99,33.97,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
MOOVO,MOOVO MT4 MT4G MT4V 433.92Mhz compatible REMOTE CONTROL for Gate & Garage,None,Brand New,599.99,5.2,from France,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Xiaomi,Xiaomi Redmi 6 Black 32GB Android Mobile Phone Unlocked New Sealed,None,Brand New,142.99,50.08,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy A50 SM-A505U - 64 GB - Black - (Verizon Unlocked) - Very Good,None,Very Good - Refurbished,13.84,27.51,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S9+ SM-G965U 64GB T-mobile AT&T Verizon Unlocked A Heavy Shadow,None,Pre-Owned,93.89,27.22,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Camera,Camera Lens Screen Protector Tempered Glass IPHONE 14 Pro Max Mini 13 Pro 12 11,None,Brand New,94.99,39.74,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Sony,Sony Xperia XZ2 H8314 64GB Unlocked Fair Condition Check IMEI,None,Pre-Owned,79.99,27.6,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy S20+ Plus 5G SM-G986U 128GB Fully Unlocked GSM+CDMA Open Box,None,Open Box,1.24 to 3.57,31.02,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Motorola,Motorola Moto G Stylus 2022 128GB XT2211-2 4G LTE Factory Unlocked - Good,None,Good - Refurbished,99.96,27.79,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 12 Pro Max - 128GB 256GB 512GB - All Colors - Very Good Condition,None,Very Good - Refurbished,279.95,36.65,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
LG,"LG V60 THINQ 5G LM-V600TM 128GB 8GB RAM 6.8"" Factory Unlocked- New Sealed",None,Brand New,109.99,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Sonim,Sonim XP8 XP8800 4G LTE 64GB Verizon Rugged Android (UNLOCKED),None,Open Box,576.00 to 850.00,36.46,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,"Samsung Galaxy S9 64GB 128GB 256GB Unlocked SM-G960 Good 5.8"" Smartphone G960U1",None,Pre-Owned,269.18,27.41,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Samsung,Samsung Galaxy A70 SM-A705W 128GB Black GSM Unlocked Android Smartphone Fair,None,Pre-Owned,145,27.6,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Read*,Read* Apple iPhone 13 Pro Max - 128GB - Blue (Unlocked) A2484 ~53963,None,Parts Only,89.95 to 104.95,39,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
BNIB,BNIB Nokia 800 Tough Dual SIM 4GB+512MB Black Factory Unlocked 4G Simfree,None,Brand New,99.99,50.73,from United Kingdom,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Unlocked,"Unlocked Motorola Moto G Stylus 5G 2022 XT2215 6.8"" FHD+ 256GB 50MP Steel Blue",None,Open Box,699.99,28.5,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Original,Original Sony Ericsson W810 W810i Unlocked 2G Bluetooth Cellphone 2MP Camera,None,Pre-Owned,361.83,Free,from China,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 8 Plus 64GB Factory Unlocked (GSM+CDMA) AT&T T-Mobile Verizon,None,Good - Refurbished,146.99,28.63,from United States,None,None,None,https://i.ebayimg.com/thumbs/images/g/80IAAOSwvD9jys-g/s-l300.webp
Apple,Apple iPhone 8 Plus 64GB AT&T T-Mobile GSM Unlocked iPhone 8 Plus Used,19,Pre-Owned,149.98,28.55,from United States,26,15,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
New,New Kyocera Duraxv Plus E4520 PTT Basic Flip Phone Verizon Page Plus,437,Open Box,29.49,26.26,from United States,300,28,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Samsung,Samsung Galaxy S9 Plus Unlocked Used Android Smartphone 64GB SM-G965U S9+,54,Pre-Owned,104.95,27.7,from United States,723,3,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Sony,Sony Ericsson K800 K800i 2G GSM 3G Mobile Phone,2,Open Box,55,Free,from China,36,9,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
BNIB,BNIB Nokia 800 Tough Dual SIM 4GB+512MB Black Factory Unlocked 4G Simfree,12,Brand New,361.83,50.73,from United Kingdom,62,24,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Unlocked,"Unlocked Motorola Moto G Stylus 5G 2022 XT2215 6.8"" FHD+ 256GB 50MP Steel Blue",3,Open Box,146.99,28.5,from United States,6,16,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
NEW,NEW Samsung Galaxy A23 4G A22 5G 64GB 128GB Dual SIM Android phone Unlocked UK,55,Brand New,205.32 to 250.39,46.87,from United Kingdom,42,14,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Samsung,Samsung Galaxy A20 2019 SM-A205W GSM Unlocked 32GB Black Android Clean *Fair*,15,Pre-Owned,76.5,27.16,from United States,55,47,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Nokia,Nokia 3310 Unlocked Mobile Phone GSM 900/1800 Support English & Arabic Keyboard,7,Pre-Owned,24.26,Free,from China,23,19,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Samsung,Samsung Galaxy A7 2018 (SM-A750G/DS) 64GB (GSM Unlocked) Dual SIM - BLEMISHED,14,Pre-Owned,58.99,26.83,from United States,751,8,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Nokia,Nokia C Series C5-00 5MP - Warm gray (Unlocked) Smartphone,116,Open Box,29.99,Free,from China,21,23,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone 11 Pro Max - 256GB - Gold (Unlocked) Great Shape! READ DESC!,136,Pre-Owned,450,34.25,from United States,20,43,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone SE 2016 1st Generation 16GB /32GB /64GB /128GB Smartphone,1,Pre-Owned,69.99 to 99.99,27.22,from United States,184,22,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
FREETEL,FREETEL MUSASHI DUAL SCREEN DISPLAY ANDROID FLIP PHONE UNLOCKED WHITE JAPAN,363,Pre-Owned,155,Free,from Japan,39,2,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
LG,LG Velvet 5G G9 LM-G900UM LM-G900TM 128GB+6GB 5G Unlocked Smartphone -New Sealed,20,Brand New,209.99 to 216.99,8,from China,92,12,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone 11 - 128GB - White (Unlocked) A2111 (CDMA + GSM),2,Pre-Owned,220.00 to 396.00,32.39,from United States,45,16,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Samsung,Samsung Galaxy S9 SM-G960U 64GB Smartphone Unlocked (Very Good),19,Very Good - Refurbished,93.99 to 109.99,27.49,from United States,521,46,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
New,New Samsung Galaxy A34 5G 128GB 6GB D/S Smart Phone Awesome Silver Unlocked,23,Brand New,312.99,49.24,from United Kingdom,133,4,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Samsung,Samsung Galaxy S20 FE 5G UW - 128GB - Cloud Navy - Verizon - Good Condition,3,Good - Refurbished,186.99,29.26,from United States,37,46,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
LG,LG V50 ThinQ - V450VM - 128GB - Verizon unlocked - Screen Burn #JAN7,41,Pre-Owned,90,27.41,from United States,40,6,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Samsung,Samsung Galaxy A50 A505U Factory Unlocked - 64GB - Black - Good - Shadow,9,Pre-Owned,81.99,27.26,from United States,9,1,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone 13 Pro - 256GB - All Colors - Unlocked - Good Condition,13,Good - Refurbished,762.29 to 772.19,40.38,from United States,690,39,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone 12 256GB AT&T T-Mobile Verizon Unlocked A2172 Excellent In-Box,6,Open Box,479.95,34.82,from United States,86,17,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Nokia,Nokia X100 5G - 128GB - Midnight Blue - (T-Mobile Unlocked) - C Stock,14,Pre-Owned,79.99,27.22,from United States,6,13,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
New,New Nokia 2720 Fold - Black Unlocked Mobile Flip Phone UK Stock +Warranty+ Boxed,4,Brand New,43.81,41.04,from United Kingdom,583,22,Customs services and international tracking provided,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Samsung,Samsung Galaxy Note 10+ Plus SM-N975F - 256GB (Unlocked) 432,13,Pre-Owned,281.7,18.78,from United Kingdom,25,36,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
⭐EXCELLENT⭐MINT,⭐EXCELLENT⭐MINT NOKIA 3310 BLUE (UNLOCKED) MOBILE PHONE- UK WARRANTY- FREE SIM,5,Excellent - Refurbished,21.27,40.35,from United Kingdom,71,79,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
(Red),(Red) Rugged Phone 1.8 Inch Big Buttons Unlocked Senior Cell Phone With,164,Brand New,22.02,0.65,from China,30,7,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone 6 Unlocked 16GB 64GB 4G Grade A Various Color UK Stock,18,Very Good - Refurbished,62.59,41.6,from United Kingdom,33,7,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone 6 16GB 64GB 128GB Gray Gold Silver Factory Unlocked AT&T Verizon,60,Pre-Owned,43.56 to 95.00,45.43,from United States,49,2,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
iPhone,iPhone 6S / Rose Gold -read Description,7,Parts Only,4.99,40.79,from United States,21,26,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Coolpad,Coolpad Legacy Brisa CP3706AS 32GB - Gray - (Unlocked) - Excellent,11,Excellent - Refurbished,69,27.02,from United States,35,5,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Heavy,Heavy Duty Fast Charger For iPhone IOS Cable USB Lead 13 12 11 5 6 7 8 X XS XR,2,Brand New,8.75,6.26,from United Kingdom,22,5,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Factory,Factory Unlocked Samsung Galaxy S21+ Plus 5G (SM-G996U) 256GB Black - EXCELLENT,11,Pre-Owned,345,32.26,from United States,63,7,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
TCL,TCL Styluss 5G 128GB T779W (T-Mobile) Unlocked - Excellent,36,Excellent - Refurbished,149.99,28.55,from United States,512,3,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Fairphone,Fairphone 4 5G Octa-core Dual Sim-E-Sim Gray 6GB 128GB,3,Brand New,595.6,51.51,from Germany,105,12,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Assorted,Assorted Phones Lot of 7 PARTS BROKEN,13,Parts Only,25,62.83,from United States,176,6,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Samsung,Samsung Galaxy S10e SM-G970U - 128GB Phone -Unlocked A/B/C Stock Condition US,9,Open Box,108.99 to 125.99,27.78,from United States,122,16,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
2023,2023 New 3G Unlocked Android 4 Core Mobile Smart Phone Dual SIM 16 GB Smartphone,111,Brand New,58.14,41.48,from United Kingdom,47,18,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
CAT,CAT S62 128GB - Black - (T-Mobile Unlocked ) - Smartphone - Excellent,29,Excellent - Refurbished,99.99,27.6,from United States,61,114,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Samsung,Samsung Galaxy Z Flip3 5G SM-F711U 128GB Black Cream Green (Unlocked) - Good,91,Pre-Owned,345,32.26,from United States,11,13,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
SEALED!,SEALED! Samsung Galaxy S21 FE 5G SM-G990U1/DS 256GB Graphite (Unlocked Dual SIM,3,Open Box,425,33.78,from United States,83,32,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone 13 128GB - GREEN |5G |Unlocked |Wrnty |New &Sealed |DualSIM-Free|UK,152,Brand New,751.17,225.32,from United Kingdom,14,40,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
For,For Google Pixel 7 Pro 7 6a 6 Pro 6 Phone Case Shockproof Rugged Cover,14,Brand New,10.91 to 12.34,18.08,from United States,16,9,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Huawei,Huawei P30 Pro 128GB VOG-L09 Unlocked 4G Android Smartphone Good Condition,157,Good - Refurbished,275.43,48.1,from United Kingdom,77,4,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Nokia,"Nokia 6300 4G (Single SIM) GSM Factory Unlocked 2.4"" Display LED Flash - NEW",31,Brand New,74.99,19.29,from United States,360,16,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone 8 Plus 64GB (AT&T T-Mobile AT&T Verizon Unlocked) - Heavy Scratch,3,Pre-Owned,134.99,28.27,from United States,198,10,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
BRAND,BRAND NEW Samsung Galaxy S21 5G Unlocked Android Smartphone BRAND NEW AND SEALED,5,Brand New,425.67,52.68,from United Kingdom,139,16,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Motorola,Motorola Moto G Play 2021 XT2093 32GB - Blue (Verizon ONLY) good **,19,Pre-Owned,49.8,26.65,from United States,138,3,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone 8 (A1863) 256GB Red Unlocked iOS Clean ESN- Fair,465,Pre-Owned,119,27.97,from United States,11,6,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Google,Google Pixel 6 128GB Stormy Black Demo Mode For Parts Or Repair Only Mint,191,Parts Only,140,28.36,from United States,15,6,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Zanco,"Zanco Bee, Unlocked, World Smallest Phone, Cheapest on eBay, Free BT Earphones",1,Brand New,31.29,40.65,from United Kingdom,17,40,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
OB,OB Google Pixel 6 Pro 5G 128GB/256GB G8VOU Unlocked 6.71 in 12GB RAM Phone,6,Open Box,389.95,33.11,from United States,65,39,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
New,New Samsung Galaxy A03 CORE 32GB 4G Dual Sim Unlocked Smart Android Phone UK .,13,Brand New,92.64,42.53,from United Kingdom,38,33,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Motorola,Motorola One 5G Ace - 64GB - Gray Unlocked Smartphone 8/10 **,2,Pre-Owned,84.9,27.32,from United States,10,33,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Sonim,Sonim XP3 Plus 16GB XP3900 4G LTE (T-Mobile) Rugged Flip Phone - Excellent,87,Excellent - Refurbished,99.99,27.6,from United States,77,7,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Xiaomi,Xiaomi 11T 5G (21081111RG)128GB Dual SIM Unlocked All ColoursVery Good Condition,31,Very Good - Refurbished,237.87,32.54,from United Kingdom,179,10,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,"Apple iPhone XS or XS Max - Choose your carrier or Unlocked! 64GB, 256GB, 512GB",19,Pre-Owned,278.00 to 360.00,31.2,from United States,51,6,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Samsung,Samsung Galaxy S21+ Plus SM-G996U 128GB - All Colors - (Unlocked) - Good,4,Good - Refurbished,259.99,30.64,from United States,20,5,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Samsung,Samsung Galaxy A21 - Unlocked,1,Brand New,159.99,28.74,from United States,78,13,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Schok,"Schok Classic Flip Phone SC3218T T-Mobile Unlocked GSM 4G LTE, Black",1,Open Box,69,27.02,from United States,125,14,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone 13 Pro - 256GB - All Colors - Unlocked - Very Good Condition,40,Very Good - Refurbished,801.89,40.94,from United States,35,13,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
For,For Motorola Moto G Stylus Pure Power Play 2021 2022 Shockproof Glow Case Cover,5,Brand New,10.44 to 11.96,25.91,from United States,15,3,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
NEW,NEW BM25 Small Mini Phone Unlocked Mobile Phone- SIM + SIM + MEMORY CARD SLOT,286,Brand New,20.02,16.26,from United Kingdom,16,24,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
Apple,Apple iPhone 13 Pro 128GB Graphite Unlocked Fair Condition,142,Pre-Owned,599.99,37.1,from United States,34,19,None,https://i.ebayimg.com/thumbs/images/g/0FQAAOSwo4NjPSeL/s-l300.webp
